hospital,patient_count,total_billing,average_billing,average_age,average_length_of_stay,hospital_rank
Harmon-Hughes,1,45191.48106137056,45191.48106137056,44.0,18.0,37
Harmon-Lin,1,38030.46145400134,38030.46145400134,27.0,30.0,37
Harmon-Martinez,1,28586.933805753863,28586.933805753863,26.0,21.0,37
Harmon-Stein,1,23048.502444486472,23048.502444486472,36.0,2.0,37
Harmon-Yoder,1,12487.338230842608,12487.338230842608,54.0,4.0,37
"Harper Jackson Jordan, and",1,38005.43352898776,38005.43352898776,72.0,23.0,37
"Harper Jordan and Thompson,",1,12127.726334111983,12127.726334111983,59.0,22.0,37
"Harper Pope, Clark and",1,45668.84389787755,45668.84389787755,21.0,18.0,37
"Harper Strong Smith, and",1,7890.509898743096,7890.509898743096,52.0,1.0,37
"Harper Wagner Turner, and",1,16019.196251418802,16019.196251418802,46.0,26.0,37
"Harper and Bennett Ryan,",1,23419.59230197792,23419.59230197792,65.0,7.0,37
"Harper and Burke, Flores",1,3140.7985843925885,3140.7985843925885,61.0,30.0,37
"Harper and Hunt Rose,",1,26675.38705626996,26675.38705626996,47.0,29.0,37
"Harper and Rojas, Santos",1,16839.109594113794,16839.109594113794,43.0,8.0,37
"Harper, Barrett Ingram and",1,29462.528773928185,29462.528773928185,67.0,18.0,37
"Harper, Crawford Pope and",1,3686.18157066211,3686.18157066211,26.0,13.0,37
"Harper, Dudley and Santos",1,42309.04250870066,42309.04250870066,48.0,18.0,37
"Harper, and Anderson Haney",1,20439.448288531465,20439.448288531465,69.0,7.0,37
"Harper, and Hahn Williams",1,3595.941595360872,3595.941595360872,24.0,7.0,37
Harper-Cannon,1,18777.228296877405,18777.228296877405,60.0,17.0,37
Harper-Cherry,1,7812.059499323717,7812.059499323717,27.0,2.0,37
Harper-Contreras,1,34842.50838272561,34842.50838272561,18.0,29.0,37
Harper-Garza,1,44343.17815924159,44343.17815924159,82.0,21.0,37
Harper-Hampton,1,47541.5161772096,47541.5161772096,50.0,24.0,37
Harper-Hicks,1,8152.699386194107,8152.699386194107,54.0,10.0,37
Harper-Ho,1,21215.26682346129,21215.26682346129,29.0,25.0,37
Harper-Howard,1,7228.829901790618,7228.829901790618,37.0,8.0,37
Harper-Hughes,1,44794.54612853694,44794.54612853694,56.0,3.0,37
Harper-Johnston,1,13674.94531920282,13674.94531920282,83.0,28.0,37
Harper-Liu,1,33395.70143271475,33395.70143271475,76.0,13.0,37
Harper-Odom,1,39592.309359360384,39592.309359360384,47.0,27.0,37
Harper-Sandoval,1,15403.379880947705,15403.379880947705,52.0,11.0,37
Harper-Thomas,1,11158.46244995761,11158.46244995761,71.0,3.0,37
Harper-Trevino,1,23772.20465182798,23772.20465182798,28.0,22.0,37
Harper-Wilson,1,33930.7564527374,33930.7564527374,22.0,14.0,37
"Harrell Bright, Smith and",1,27213.934384968165,27213.934384968165,51.0,29.0,37
Harrell Ltd,1,2729.6895424416853,2729.6895424416853,44.0,12.0,37
"Harrell Miller, Marquez and",1,33726.152139336,33726.152139336,37.0,4.0,37
"Harrell Spencer, Jacobson and",1,14288.581819697698,14288.581819697698,68.0,15.0,37
Harrell-Butler,1,34982.780542401146,34982.780542401146,81.0,21.0,37
Harrell-Jones,1,3902.99976889159,3902.99976889159,79.0,22.0,37
Harrell-Mcclure,1,6733.060972335456,6733.060972335456,64.0,21.0,37
"Harrington Nguyen, and Bass",1,30201.765086943364,30201.765086943364,84.0,17.0,37
Harrington PLC,1,23635.135687076083,23635.135687076083,41.0,13.0,37
"Harrington Walker, Rowland and",1,47717.85234296323,47717.85234296323,34.0,1.0,37
Harrington-Adams,1,13823.090759409395,13823.090759409395,62.0,7.0,37
Harrington-Austin,1,46822.87287916541,46822.87287916541,35.0,30.0,37
Harrington-Hess,1,31642.66710089284,31642.66710089284,49.0,3.0,37
Harrington-Jackson,1,14020.06221944424,14020.06221944424,58.0,1.0,37
Harrington-Jacobs,1,27838.636746098266,27838.636746098266,24.0,19.0,37
Harrington-Marshall,1,15364.484785297807,15364.484785297807,60.0,18.0,37
Harrington-Meyer,1,10489.7406993684,10489.7406993684,67.0,4.0,37
Harrington-Perez,1,24894.728580130664,24894.728580130664,47.0,1.0,37
Harrington-Sandoval,1,42889.55251575715,42889.55251575715,69.0,27.0,37
Harrington-Schultz,1,32079.178459551647,32079.178459551647,48.0,19.0,37
Harrington-Silva,1,23073.795167243607,23073.795167243607,69.0,28.0,37
Harrington-Thomas,1,8785.807703983099,8785.807703983099,47.0,5.0,37
Harrington-Wright,1,43838.23722769282,43838.23722769282,55.0,16.0,37
"Harris Aguilar and Ochoa,",1,40058.348166551485,40058.348166551485,34.0,1.0,37
"Harris Brown, and Daniels",1,32722.864294027862,32722.864294027862,85.0,21.0,37
"Harris Burgess and Rodriguez,",1,10184.164913347578,10184.164913347578,53.0,9.0,37
"Harris Burton, and Walker",1,3725.6721986203297,3725.6721986203297,22.0,13.0,37
"Harris David Reed, and",1,48728.53201882112,48728.53201882112,65.0,29.0,37
"Harris Garcia and Burch,",1,11910.96298561116,11910.96298561116,52.0,7.0,37
"Harris Harper and Newman,",1,11123.325124093924,11123.325124093924,18.0,23.0,37
"Harris Henson and Ellison,",1,11176.910783662875,11176.910783662875,41.0,7.0,37
"Harris Jackson Pearson, and",1,47408.57771839778,47408.57771839778,84.0,18.0,37
"Harris Jenkins, and Moreno",1,18185.09981264658,18185.09981264658,52.0,13.0,37
"Harris Kirk Marshall, and",1,39546.02936030449,39546.02936030449,58.0,23.0,37
"Harris Lee and Carter,",1,42735.27118214033,42735.27118214033,49.0,1.0,37
"Harris Olson Russell, and",1,41917.31975130807,41917.31975130807,47.0,20.0,37
"Harris Ortiz, and Jones",1,40707.37460806269,40707.37460806269,24.0,20.0,37
"Harris Powell Bennett, and",1,1991.865803878789,1991.865803878789,79.0,3.0,37
"Harris Richardson Lloyd, and",1,36112.99583802358,36112.99583802358,47.0,30.0,37
"Harris Sanders, Castillo and",1,10733.120085944598,10733.120085944598,57.0,23.0,37
"Harris Santana, and Webb",1,49496.07142032747,49496.07142032747,35.0,18.0,37
"Harris Steele, and Lyons",1,4420.477607528552,4420.477607528552,73.0,18.0,37
"Harris Watts, Taylor and",1,16123.29764469752,16123.29764469752,61.0,17.0,37
"Harris Werner and Moore,",1,2608.3175266104827,2608.3175266104827,57.0,30.0,37
"Harris Williams Young, and",1,27113.47041435629,27113.47041435629,18.0,29.0,37
"Harris and Chandler Brown,",1,35634.59580583684,35634.59580583684,27.0,5.0,37
"Harris and Gonzalez, Lopez",1,8411.940958714778,8411.940958714778,71.0,23.0,37
"Harris and Gray, Camacho",1,14416.592868499974,14416.592868499974,42.0,20.0,37
"Harris and Greer Novak,",1,10913.39372017643,10913.39372017643,75.0,3.0,37
"Harris and Gross Carpenter,",1,43285.5304327305,43285.5304327305,25.0,28.0,37
"Harris and Guerra Case,",1,9345.16629087,9345.16629087,66.0,27.0,37
"Harris and Holland, Vargas",1,1807.993013410372,1807.993013410372,34.0,23.0,37
"Harris and Murray, Brown",1,8852.64257476895,8852.64257476895,70.0,7.0,37
"Harris and Owens Long,",1,15697.37285104993,15697.37285104993,79.0,20.0,37
"Harris and Parker, Welch",1,4409.950054910969,4409.950054910969,77.0,10.0,37
"Harris and Potter, Vargas",1,16148.944867867933,16148.944867867933,62.0,4.0,37
"Harris and Smith Austin,",1,16053.246172990634,16053.246172990634,35.0,19.0,37
"Harris and Thomas Rice,",1,35987.52094605924,35987.52094605924,58.0,2.0,37
"Harris and Walters, Collins",1,4829.185874463175,4829.185874463175,53.0,15.0,37
"Harris, Barber and Brown",1,30469.073560451325,30469.073560451325,30.0,11.0,37
"Harris, Bautista Callahan and",1,17567.5513907558,17567.5513907558,81.0,12.0,37
"Harris, Brown Walker and",1,46093.54918287875,46093.54918287875,47.0,24.0,37
"Harris, Cruz and George",1,31324.118428272475,31324.118428272475,56.0,16.0,37
"Harris, Frazier and Franklin",1,24028.393482191757,24028.393482191757,21.0,24.0,37
"Harris, Hernandez and Vazquez",1,21535.554758458737,21535.554758458737,69.0,9.0,37
"Harris, Kane and Spencer",1,42159.015841167326,42159.015841167326,62.0,19.0,37
"Harris, Myers and Dunn",1,28541.40547054714,28541.40547054714,47.0,17.0,37
"Harris, Neal and Aguilar",1,27650.76414685712,27650.76414685712,25.0,21.0,37
"Harris, Nguyen Alvarez and",1,33510.322577341336,33510.322577341336,39.0,1.0,37
"Harris, Nguyen Swanson and",1,32353.430264055834,32353.430264055834,36.0,2.0,37
"Harris, Preston Wagner and",1,27853.715677621552,27853.715677621552,67.0,23.0,37
"Harris, Reed and Webb",1,5204.277775274225,5204.277775274225,64.0,1.0,37
"Harris, Roberson and Hudson",1,43671.33512819359,43671.33512819359,60.0,17.0,37
"Harris, Roberts and Carter",1,10670.993348402671,10670.993348402671,38.0,12.0,37
"Harris, Scott Spencer and",1,42681.22341229052,42681.22341229052,41.0,26.0,37
"Harris, Strickland and Hernandez",1,34882.392846961426,34882.392846961426,34.0,12.0,37
"Harris, Terry Hicks and",1,16935.234582359597,16935.234582359597,26.0,22.0,37
"Harris, Vazquez and Simpson",1,48460.9125260722,48460.9125260722,35.0,26.0,37
"Harris, White Benson and",1,7953.359627162207,7953.359627162207,78.0,21.0,37
"Harris, Willis Davis and",1,29878.5009618866,29878.5009618866,21.0,17.0,37
"Harris, York and Brown",1,6447.758743881711,6447.758743881711,33.0,24.0,37
"Harris, Young Harmon and",1,26477.243407362635,26477.243407362635,81.0,6.0,37
"Harris, and Allen Silva",1,20658.31424145352,20658.31424145352,21.0,5.0,37
"Harris, and Baldwin Walker",1,8237.637771188069,8237.637771188069,20.0,28.0,37
"Harris, and Brown Holder",1,31407.566169466263,31407.566169466263,43.0,17.0,37
"Harris, and Harvey Garcia",1,39576.35072927278,39576.35072927278,18.0,7.0,37
"Harris, and Hoffman Greene",1,32900.04428508757,32900.04428508757,83.0,13.0,37
"Harris, and Lane Wagner",1,15660.781979012638,15660.781979012638,34.0,15.0,37
"Harris, and Rodriguez Chen",1,29500.39238585517,29500.39238585517,24.0,22.0,37
"Harris, and White Green",1,47965.93380766919,47965.93380766919,78.0,13.0,37
Harris-Adams,1,42731.81293929448,42731.81293929448,57.0,29.0,37
Harris-Austin,1,33809.18406428218,33809.18406428218,43.0,24.0,37
Harris-Bass,1,40405.71912384811,40405.71912384811,84.0,23.0,37
Harris-Benitez,1,43720.59285686168,43720.59285686168,54.0,2.0,37
Harris-Bowers,1,43128.51074724426,43128.51074724426,76.0,11.0,37
Harris-Campbell,1,46700.31955837,46700.31955837,81.0,21.0,37
Harris-Chambers,1,13470.801781948943,13470.801781948943,30.0,28.0,37
Harris-Coleman,1,26023.30118467713,26023.30118467713,59.0,7.0,37
Harris-Cooke,1,24086.78501768643,24086.78501768643,48.0,3.0,37
Harris-Cooper,1,27796.866924972528,27796.866924972528,81.0,12.0,37
Harris-Crawford,1,5973.368175330803,5973.368175330803,30.0,20.0,37
Harris-Davidson,1,5270.221131627298,5270.221131627298,63.0,1.0,37
Harris-Day,1,32001.664568741693,32001.664568741693,73.0,18.0,37
Harris-Delgado,1,16117.820432008688,16117.820432008688,59.0,7.0,37
Harris-Dominguez,1,25962.975198953525,25962.975198953525,42.0,25.0,37
Harris-Dorsey,1,47907.04315158755,47907.04315158755,66.0,26.0,37
Harris-Doyle,1,28133.678989335396,28133.678989335396,28.0,9.0,37
Harris-Duncan,1,18612.0050508943,18612.0050508943,63.0,23.0,37
Harris-Edwards,1,23043.22129796466,23043.22129796466,56.0,29.0,37
Harris-Ellison,1,46199.31335974862,46199.31335974862,46.0,30.0,37
Harris-Estrada,1,16532.61980146485,16532.61980146485,81.0,2.0,37
Harris-Farrell,1,32166.967383439547,32166.967383439547,20.0,21.0,37
Harris-Ferguson,1,27241.587676540832,27241.587676540832,77.0,22.0,37
Harris-Flores,1,46055.42134880312,46055.42134880312,48.0,15.0,37
Harris-Fowler,1,39871.08334831941,39871.08334831941,32.0,27.0,37
Harris-Freeman,1,32838.57369724702,32838.57369724702,30.0,12.0,37
Harris-Frye,1,41348.17332879415,41348.17332879415,84.0,1.0,37
Harris-Galloway,1,17046.003584616137,17046.003584616137,38.0,5.0,37
Harris-Galvan,1,37103.24889926496,37103.24889926496,44.0,20.0,37
Harris-Gay,1,6452.018408342868,6452.018408342868,44.0,18.0,37
Harris-George,1,39118.73053908775,39118.73053908775,78.0,25.0,37
Harris-Gould,1,32719.30216139832,32719.30216139832,58.0,5.0,37
Harris-Hall,1,34503.12118072207,34503.12118072207,66.0,21.0,37
Harris-Hanna,1,29571.24535387093,29571.24535387093,43.0,3.0,37
Harris-Henry,1,48410.39848474231,48410.39848474231,21.0,8.0,37
Harris-Hernandez,1,4050.202779538219,4050.202779538219,48.0,23.0,37
Harris-Hicks,1,12969.16494192984,12969.16494192984,65.0,4.0,37
Harris-Hooper,1,35913.86786710988,35913.86786710988,80.0,23.0,37
Harris-Ingram,1,30468.263381854787,30468.263381854787,30.0,29.0,37
Harris-Jenkins,1,16144.363650797592,16144.363650797592,47.0,25.0,37
Harris-Johnson,1,4404.945147284114,4404.945147284114,85.0,15.0,37
Harris-Lewis,1,22105.212357935536,22105.212357935536,76.0,1.0,37
Harris-Mann,1,24496.535611130872,24496.535611130872,74.0,16.0,37
Harris-Marshall,1,20415.05867624017,20415.05867624017,78.0,24.0,37
Harris-Martinez,1,40357.23737184726,40357.23737184726,43.0,25.0,37
Harris-Melendez,1,15558.254003924094,15558.254003924094,72.0,10.0,37
Harris-Mendoza,1,31364.915047359773,31364.915047359773,67.0,12.0,37
Harris-Morgan,1,30019.939057940075,30019.939057940075,36.0,25.0,37
Harris-Murray,1,44185.33529412191,44185.33529412191,28.0,20.0,37
Harris-Oconnor,1,9958.02390082406,9958.02390082406,28.0,29.0,37
Harris-Olson,1,24030.430164225043,24030.430164225043,64.0,16.0,37
Harris-Owens,1,31404.305277599247,31404.305277599247,80.0,8.0,37
Harris-Patel,1,3644.952316038823,3644.952316038823,54.0,3.0,37
Harris-Payne,1,31895.50678651746,31895.50678651746,51.0,24.0,37
Harris-Peterson,1,28300.80906904931,28300.80906904931,74.0,24.0,37
Harris-Preston,1,28189.845356379832,28189.845356379832,57.0,25.0,37
Harris-Richards,1,25866.061364552592,25866.061364552592,50.0,5.0,37
Harris-Robbins,1,24443.85575802744,24443.85575802744,20.0,29.0,37
Harris-Rodriguez,1,4122.012117511771,4122.012117511771,36.0,25.0,37
Harris-Roman,1,7531.531067057081,7531.531067057081,68.0,17.0,37
Harris-Roy,1,47498.16715084367,47498.16715084367,23.0,27.0,37
Harris-Santana,1,17852.506192998302,17852.506192998302,74.0,20.0,37
Harris-Snyder,1,18832.768495910397,18832.768495910397,39.0,30.0,37
Harris-Stokes,1,10359.759066474277,10359.759066474277,81.0,19.0,37
Harris-Stout,1,25112.968814729025,25112.968814729025,31.0,18.0,37
Harris-Taylor,1,36086.77836963932,36086.77836963932,26.0,9.0,37
Harris-Torres,1,32966.89406735012,32966.89406735012,26.0,8.0,37
Harris-Tucker,1,36944.65284207471,36944.65284207471,64.0,19.0,37
Harris-Vargas,1,2402.106943229164,2402.106943229164,75.0,22.0,37
Harris-Walker,1,10480.198294342075,10480.198294342075,40.0,28.0,37
Harris-Wallace,1,29072.341870715696,29072.341870715696,66.0,1.0,37
Harris-Weaver,1,33995.68332604013,33995.68332604013,67.0,7.0,37
Harris-Whitaker,1,34685.24481102575,34685.24481102575,60.0,7.0,37
Harris-White,1,27364.95375719848,27364.95375719848,62.0,29.0,37
Harris-Wilson,1,19497.94578265199,19497.94578265199,70.0,10.0,37
"Harrison Bailey, and Mendoza",1,2627.086562123744,2627.086562123744,67.0,9.0,37
"Harrison Brandt and Levine,",1,37368.30265612516,37368.30265612516,19.0,25.0,37
"Harrison Bray, and Padilla",1,37778.910690560944,37778.910690560944,57.0,2.0,37
"Harrison Hall and Kirk,",1,49102.44979229249,49102.44979229249,34.0,9.0,37
Harrison Inc,1,5138.779478068436,5138.779478068436,80.0,3.0,37
"Harrison Johnson Miller, and",1,7556.513996466131,7556.513996466131,75.0,22.0,37
Harrison LLC,1,11081.4820641465,11081.4820641465,61.0,7.0,37
"Harrison Lee Hughes, and",1,2032.015182153994,2032.015182153994,25.0,9.0,37
"Harrison Martinez, and White",1,34459.58426035343,34459.58426035343,28.0,18.0,37
"Harrison Smith and Chang,",1,22850.345400733837,22850.345400733837,20.0,14.0,37
Harrison Sons and,1,26283.781607206263,26283.781607206263,36.0,12.0,37
"Harrison Taylor, Washington and",1,22108.08956405211,22108.08956405211,31.0,29.0,37
"Harrison Wilson and James,",1,44282.98960205106,44282.98960205106,46.0,5.0,37
"Harrison and Carrillo Herman,",1,45671.79866674005,45671.79866674005,21.0,27.0,37
"Harrison and Erickson, Barnett",1,14171.989713082825,14171.989713082825,54.0,23.0,37
"Harrison and Flynn, Barnes",1,27092.325126104697,27092.325126104697,19.0,28.0,37
"Harrison and Lindsey Gonzales,",1,36430.70307972248,36430.70307972248,51.0,16.0,37
"Harrison and Torres Howe,",1,23593.600558925584,23593.600558925584,43.0,11.0,37
"Harrison, Coleman Price and",1,31870.51316059877,31870.51316059877,75.0,11.0,37
"Harrison, Downs Norton and",1,35272.78322674059,35272.78322674059,81.0,10.0,37
"Harrison, Price Miller and",1,9618.99089846145,9618.99089846145,29.0,16.0,37
"Harrison, Rhodes and Wade",1,28995.70166581691,28995.70166581691,43.0,12.0,37
"Harrison, Robinson Miller and",1,12519.283799849602,12519.283799849602,43.0,16.0,37
"Harrison, and Mcdonald Vang",1,28496.23402585332,28496.23402585332,57.0,8.0,37
"Harrison, and Wagner Andersen",1,19329.89959541772,19329.89959541772,51.0,29.0,37
Harrison-Alexander,1,31087.91180738381,31087.91180738381,48.0,28.0,37
Harrison-Bennett,1,10517.572007889516,10517.572007889516,37.0,14.0,37
Harrison-Castaneda,1,25871.83026260144,25871.83026260144,44.0,7.0,37
Harrison-Davis,1,30653.646120918947,30653.646120918947,46.0,1.0,37
Harrison-Dudley,1,47762.96345718049,47762.96345718049,38.0,19.0,37
Harrison-Finley,1,17769.663882959427,17769.663882959427,51.0,26.0,37
Harrison-Gardner,1,19928.5504808258,19928.5504808258,43.0,24.0,37
Harrison-Holt,1,10076.482734282545,10076.482734282545,44.0,23.0,37
Harrison-Hughes,1,12145.977009512431,12145.977009512431,48.0,16.0,37
Harrison-Johnson,1,46175.54882983419,46175.54882983419,28.0,8.0,37
Harrison-Johnston,1,3046.911254176837,3046.911254176837,60.0,19.0,37
Harrison-Matthews,1,11779.165330895064,11779.165330895064,73.0,14.0,37
Harrison-Mclaughlin,1,20533.942895216747,20533.942895216747,36.0,24.0,37
Harrison-Melendez,1,34467.56060165957,34467.56060165957,50.0,9.0,37
Harrison-Nielsen,1,38378.082140847626,38378.082140847626,76.0,16.0,37
Harrison-Ortiz,1,9085.398488655192,9085.398488655192,62.0,4.0,37
Harrison-Robles,1,23812.4244843205,23812.4244843205,66.0,27.0,37
Harrison-Valenzuela,1,14622.042802191452,14622.042802191452,33.0,8.0,37
Harrison-Walters,1,31375.44802281083,31375.44802281083,28.0,8.0,37
Harrison-White,1,31251.021215980287,31251.021215980287,26.0,17.0,37
Harrison-Wilson,1,26026.0761872928,26026.0761872928,77.0,4.0,37
"Hart Bell Koch, and",1,38301.682351152485,38301.682351152485,25.0,23.0,37
"Hart Cannon and Hernandez,",1,38697.33863536223,38697.33863536223,58.0,13.0,37
"Hart Conrad, and Tanner",1,24311.014907755565,24311.014907755565,21.0,4.0,37
"Hart Day and Palmer,",1,3002.166037693996,3002.166037693996,40.0,29.0,37
"Hart Holt, and Brock",1,45641.08848525112,45641.08848525112,75.0,25.0,37
"Hart Petersen, and Simmons",1,19556.968388511134,19556.968388511134,80.0,24.0,37
"Hart Rogers Myers, and",1,25088.945098284697,25088.945098284697,70.0,22.0,37
Hart Sons and,1,4554.238868343468,4554.238868343468,51.0,21.0,37
"Hart Taylor and Montes,",1,45586.52165625281,45586.52165625281,45.0,3.0,37
"Hart Wilson Lambert, and",1,31770.096020411864,31770.096020411864,70.0,29.0,37
"Hart and Johnson, Schmidt",1,21574.208552891083,21574.208552891083,34.0,16.0,37
"Hart and Reed Gonzalez,",1,900.0129755758951,900.0129755758951,57.0,7.0,37
"Hart and Winters, Giles",1,34517.82046889444,34517.82046889444,29.0,19.0,37
"Hart, Palmer and Poole",1,20342.739555424367,20342.739555424367,37.0,19.0,37
"Hart, and Bennett Carroll",1,47641.27998536246,47641.27998536246,74.0,21.0,37
"Hart, and Gonzalez Short",1,43076.63838605015,43076.63838605015,57.0,22.0,37
Hart-Allen,1,33063.52439456745,33063.52439456745,57.0,30.0,37
Hart-Barron,1,32421.443445397083,32421.443445397083,38.0,17.0,37
Hart-Butler,1,3385.933482129165,3385.933482129165,27.0,27.0,37
Hart-Ferguson,1,3267.3396312110744,3267.3396312110744,82.0,28.0,37
Hart-Fowler,1,36259.02095002958,36259.02095002958,81.0,13.0,37
Hart-Johnson,1,48877.96339101432,48877.96339101432,50.0,25.0,37
Hart-Jones,1,4147.232604754086,4147.232604754086,35.0,2.0,37
Hart-Lopez,1,3278.9555679760706,3278.9555679760706,49.0,2.0,37
Hart-Lowe,1,44023.75058895225,44023.75058895225,59.0,7.0,37
Hart-Lucas,1,19148.651228231,19148.651228231,30.0,21.0,37
Hart-Mason,1,13275.928060216213,13275.928060216213,50.0,1.0,37
Hart-Mueller,1,42573.15247584039,42573.15247584039,34.0,19.0,37
Hart-Patel,1,20488.505392354586,20488.505392354586,73.0,13.0,37
Hart-Pena,1,20453.50256247851,20453.50256247851,27.0,18.0,37
Hart-Scott,1,36602.80871467994,36602.80871467994,70.0,5.0,37
Hart-Stone,1,45021.08133125609,45021.08133125609,74.0,29.0,37
Hart-White,1,26422.638425832934,26422.638425832934,34.0,19.0,37
Hartman Inc,1,13593.91458151652,13593.91458151652,52.0,12.0,37
"Hartman Johnson Smith, and",1,41157.046859996844,41157.046859996844,37.0,13.0,37
"Hartman Morgan, Fischer and",1,30868.882502219443,30868.882502219443,27.0,1.0,37
"Hartman and Sanchez, Roberts",1,41472.88039751273,41472.88039751273,43.0,17.0,37
"Hartman, Page Terry and",1,50438.0939895152,50438.0939895152,33.0,24.0,37
"Hartman, Shaffer Thomas and",1,13556.96147092239,13556.96147092239,44.0,25.0,37
"Hartman, Shepherd and Garcia",1,317.81594547593363,317.81594547593363,42.0,1.0,37
"Hartman, Wilson and Villegas",1,23760.909040380106,23760.909040380106,70.0,3.0,37
Hartman-Davis,1,25548.23903565265,25548.23903565265,18.0,23.0,37
Hartman-Deleon,1,30907.676958709704,30907.676958709704,70.0,13.0,37
Hartman-Erickson,1,24927.52682400416,24927.52682400416,42.0,8.0,37
Hartman-Ho,1,14092.200631472982,14092.200631472982,50.0,4.0,37
Hartman-Kemp,1,31003.489996206077,31003.489996206077,55.0,3.0,37
Hartman-Kim,1,27089.77531447955,27089.77531447955,18.0,25.0,37
Hartman-Mccoy,1,18257.16781660729,18257.16781660729,66.0,8.0,37
Hartman-Nguyen,1,12468.355140799862,12468.355140799862,49.0,15.0,37
Hartman-Rosales,1,26493.664661074683,26493.664661074683,33.0,21.0,37
Hartman-Schmitt,1,20976.02046820217,20976.02046820217,38.0,16.0,37
Hartman-Shaw,1,21974.30020303475,21974.30020303475,23.0,24.0,37
Hartman-Williams,1,14532.916087812237,14532.916087812237,76.0,14.0,37
"Harvey Cooper, and Smith",1,16722.04379360321,16722.04379360321,68.0,27.0,37
"Harvey Diaz, Delacruz and",1,21201.730760504102,21201.730760504102,31.0,12.0,37
"Harvey Reynolds and Wiley,",1,7945.531783029328,7945.531783029328,34.0,28.0,37
"Harvey and Hughes Logan,",1,9306.823214675544,9306.823214675544,83.0,11.0,37
"Harvey and Smith, Johnson",1,24763.463685637915,24763.463685637915,72.0,24.0,37
Harvey and Sons,1,11392.336681403727,11392.336681403727,57.0,26.0,37
"Harvey and Stewart, Williams",1,11064.657802979156,11064.657802979156,48.0,7.0,37
"Harvey, Hernandez and Gray",1,6936.460504210505,6936.460504210505,20.0,15.0,37
"Harvey, Sanders Daniels and",1,30404.00241064493,30404.00241064493,60.0,1.0,37
"Harvey, and Kemp Smith",1,19110.8725906156,19110.8725906156,75.0,24.0,37
Harvey-Alvarez,1,6345.353287524706,6345.353287524706,24.0,27.0,37
Harvey-Bowen,1,28373.85266682007,28373.85266682007,23.0,12.0,37
Harvey-Clarke,1,28140.12670864733,28140.12670864733,57.0,3.0,37
Harvey-Cook,1,45773.948146267,45773.948146267,85.0,30.0,37
Harvey-Gilbert,1,25494.813248674487,25494.813248674487,47.0,7.0,37
Harvey-Jordan,1,40482.18126762728,40482.18126762728,63.0,28.0,37
Harvey-Massey,1,42558.06897855159,42558.06897855159,42.0,17.0,37
Harvey-Moody,1,2596.929023838393,2596.929023838393,78.0,21.0,37
Harvey-Mullen,1,23565.73967187169,23565.73967187169,67.0,27.0,37
Harvey-Nichols,1,38531.27415133725,38531.27415133725,76.0,4.0,37
Harvey-Schmitt,1,43800.4453343076,43800.4453343076,32.0,21.0,37
Harvey-Sellers,1,25434.08671072968,25434.08671072968,77.0,19.0,37
Harvey-Vaughn,1,24911.07279152216,24911.07279152216,75.0,21.0,37
Harvey-Wright,1,41751.109646889374,41751.109646889374,54.0,12.0,37
"Hatfield Ballard, Mcconnell and",1,17446.969079091636,17446.969079091636,33.0,18.0,37
"Hatfield Wong, and Richardson",1,26615.57126573664,26615.57126573664,47.0,19.0,37
"Hatfield and Gibson Harris,",1,29514.55535691612,29514.55535691612,27.0,15.0,37
"Hatfield, Shaw and Bruce",1,30326.230741285577,30326.230741285577,43.0,10.0,37
Hatfield-Cooper,1,25532.572419039167,25532.572419039167,64.0,6.0,37
Hatfield-Jones,1,33993.271993889626,33993.271993889626,46.0,19.0,37
Hatfield-Lopez,1,26326.52680776317,26326.52680776317,39.0,3.0,37
Hatfield-Phillips,1,9181.570943217042,9181.570943217042,20.0,6.0,37
Hatfield-Weaver,1,8670.197140910102,8670.197140910102,27.0,26.0,37
Hatfield-Wilson,1,32931.67639746876,32931.67639746876,69.0,15.0,37
"Hawkins Alvarado Koch, and",1,26706.58034539313,26706.58034539313,84.0,18.0,37
"Hawkins Brown, Meyers and",1,48754.85081526607,48754.85081526607,81.0,6.0,37
"Hawkins Copeland, and Marshall",1,2236.267556015969,2236.267556015969,54.0,13.0,37
"Hawkins Davidson Oliver, and",1,43396.8526718766,43396.8526718766,40.0,21.0,37
"Hawkins Davis, and Perez",1,39652.09522817213,39652.09522817213,85.0,14.0,37
Hawkins Group,1,16017.621723786631,16017.621723786631,59.0,23.0,37
"Hawkins Keller and Morris,",1,32179.288656301014,32179.288656301014,41.0,25.0,37
"Hawkins Pierce Nelson, and",1,16278.763572295908,16278.763572295908,50.0,3.0,37
"Hawkins Short, Johnson and",1,28392.2290314122,28392.2290314122,57.0,15.0,37
Hawkins Sons and,1,25019.050497324617,25019.050497324617,52.0,12.0,37
"Hawkins and Lawson Curry,",1,19047.875916255543,19047.875916255543,46.0,30.0,37
Hawkins and Sons,1,11602.27859052939,11602.27859052939,19.0,5.0,37
"Hawkins, Copeland Gill and",1,10576.552309848794,10576.552309848794,62.0,7.0,37
"Hawkins, Davis Anderson and",1,6990.935641649146,6990.935641649146,80.0,7.0,37
"Hawkins, Drake and Oneill",1,7420.972639507434,7420.972639507434,22.0,13.0,37
"Hawkins, Tucker Smith and",1,49349.263652343,49349.263652343,64.0,30.0,37
"Hawkins, Wells and Jimenez",1,40005.951313165104,40005.951313165104,40.0,26.0,37
Hawkins-Campbell,1,24821.52131890332,24821.52131890332,56.0,10.0,37
Hawkins-Delacruz,1,16231.26737051114,16231.26737051114,49.0,17.0,37
